session_id,journey_sequence,session_length,event_1,event_2,event_3,event_4,event_5,event_6
9934,"on-air, news, news, on-air, on-air",5,on-air,news,news,on-air,on-air,
9935,"weather, weather, weather, weather, weather, weather, weather, weather",8,weather,weather,weather,weather,weather,weather
9936,"frontpage, weather",2,frontpage,weather,,,,
9937,"news, business",2,news,business,,,,
9938,"health, sports",2,health,sports,,,,
9939,"weather, weather",2,weather,weather,,,,
9940,"frontpage, misc, misc, frontpage, misc, misc, frontpage, frontpage, misc, misc, frontpage, travel",14,frontpage,misc,misc,frontpage,misc,misc
9941,"weather, weather",2,weather,weather,,,,
9942,"health, opinion, opinion, opinion, opinion, opinion, opinion, opinion",8,health,opinion,opinion,opinion,opinion,opinion
9943,"frontpage, sports, sports, sports",4,frontpage,sports,sports,sports,,
9944,"frontpage, tech, msn-sports, msn-sports, business, local",6,frontpage,tech,msn-sports,msn-sports,business,local
9945,"on-air, on-air, tech, tech, tech, tech, tech, tech",8,on-air,on-air,tech,tech,tech,tech
9946,"news, news, tech, tech, business, opinion, tech",7,news,news,tech,tech,business,opinion
9947,"bbs, bbs, bbs, bbs, bbs, bbs",6,bbs,bbs,bbs,bbs,bbs,bbs
9948,"frontpage, tech, tech, tech, frontpage, news, news, news, news, news, news, news",40,frontpage,tech,tech,tech,frontpage,news
9949,"frontpage, frontpage, bbs, frontpage, bbs, frontpage, bbs, frontpage, bbs, frontpage, frontpage, frontpage",16,frontpage,frontpage,bbs,frontpage,bbs,frontpage
9950,"summary, misc, summary, summary, summary",5,summary,misc,summary,summary,summary,
9951,"frontpage, frontpage, frontpage, frontpage, weather, weather, weather, weather, weather, frontpage, frontpage",11,frontpage,frontpage,frontpage,frontpage,weather,weather
9952,"frontpage, news, frontpage, msn-sports, frontpage, local, frontpage, frontpage, frontpage, frontpage",10,frontpage,news,frontpage,msn-sports,frontpage,local
9953,"frontpage, business, frontpage, business, frontpage, sports, misc, misc, frontpage, news, news, frontpage",13,frontpage,business,frontpage,business,frontpage,sports
9954,"frontpage, frontpage, local",3,frontpage,frontpage,local,,,
9955,"local, local, local, local, local, local, local, local, local, local, local, local",14,local,local,local,local,local,local
9956,"bbs, bbs, bbs, bbs",4,bbs,bbs,bbs,bbs,,
9957,"frontpage, bbs, on-air, misc, misc, misc, misc, misc",8,frontpage,bbs,on-air,misc,misc,misc
9958,"business, business",2,business,business,,,,
9959,"health, health, tech, tech, opinion, opinion, opinion",7,health,health,tech,tech,opinion,opinion
9960,"weather, weather",2,weather,weather,,,,
9961,"on-air, news, frontpage, frontpage, news",5,on-air,news,frontpage,frontpage,news,
9962,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
9963,"on-air, sports, news, news, news, news, news, news, news, news, on-air, news",32,on-air,sports,news,news,news,news
9964,"frontpage, frontpage",2,frontpage,frontpage,,,,
9965,"summary, summary, summary, summary, summary, summary",6,summary,summary,summary,summary,summary,summary
9966,"misc, summary, summary, misc, misc, summary, local, local",8,misc,summary,summary,misc,misc,summary
9967,"on-air, travel, on-air",3,on-air,travel,on-air,,,
9968,"sports, sports, sports, sports, sports, sports, sports, misc, local, local, misc, local",13,sports,sports,sports,sports,sports,sports
9969,"summary, business, business, business, opinion, opinion, opinion, opinion, opinion, opinion",10,summary,business,business,business,opinion,opinion
9970,"health, misc, health, misc, health, misc, health, health",8,health,misc,health,misc,health,misc
9971,"sports, sports, sports, bbs, bbs, tech, misc, local, on-air, sports, news, sports",17,sports,sports,sports,bbs,bbs,tech
9972,"frontpage, local, misc, local, misc, local, local, local, local, local, local, frontpage",12,frontpage,local,misc,local,misc,local
9973,"local, health",2,local,health,,,,
9974,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",11,weather,weather,weather,weather,weather,weather
9975,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
9976,"news, frontpage",2,news,frontpage,,,,
9977,"on-air, misc, misc, misc, on-air, misc, on-air, misc, on-air, on-air",10,on-air,misc,misc,misc,on-air,misc
9978,"health, misc, health, health, health, summary, summary, summary, summary",9,health,misc,health,health,health,summary
9979,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
9980,"health, health",2,health,health,,,,
9981,"health, frontpage, health, frontpage, health, frontpage, frontpage, frontpage, health, frontpage, frontpage, health",13,health,frontpage,health,frontpage,health,frontpage
9982,"frontpage, sports, frontpage, tech, tech, tech, sports, sports, frontpage, frontpage, tech, business",14,frontpage,sports,frontpage,tech,tech,tech
9983,"tech, tech, tech",3,tech,tech,tech,,,
9984,"frontpage, frontpage, sports, sports, sports, sports, business, msn-sports, msn-sports",9,frontpage,frontpage,sports,sports,sports,sports
9985,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
9986,"news, bbs, bbs, news, bbs, local",6,news,bbs,bbs,news,bbs,local
9987,"frontpage, frontpage, on-air, misc, misc, misc",6,frontpage,frontpage,on-air,misc,misc,misc
9988,"weather, summary, bbs, bbs, bbs, bbs, bbs, bbs",8,weather,summary,bbs,bbs,bbs,bbs
9989,"health, misc, health, health, health, health",6,health,misc,health,health,health,health
9990,"sports, sports",2,sports,sports,,,,
9991,"tech, tech",2,tech,tech,,,,
9992,"tech, tech, tech, tech, tech",5,tech,tech,tech,tech,tech,
9993,"summary, summary",2,summary,summary,,,,
9994,"summary, bbs, summary, summary, summary",5,summary,bbs,summary,summary,summary,
9995,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
9996,"frontpage, bbs, bbs",3,frontpage,bbs,bbs,,,
9997,"frontpage, sports, frontpage, sports, sports, sports, frontpage, local, frontpage, news, frontpage, business",23,frontpage,sports,frontpage,sports,sports,sports
9998,"sports, sports",2,sports,sports,,,,
9999,"summary, bbs, bbs, summary, summary, bbs, bbs, bbs, summary, on-air, local, summary",21,summary,bbs,bbs,summary,summary,bbs
10000,"on-air, on-air",2,on-air,on-air,,,,
10001,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
10002,"sports, sports",2,sports,sports,,,,
10003,"on-air, on-air, business, on-air, on-air, living, bbs, bbs, bbs, bbs, bbs, bbs",18,on-air,on-air,business,on-air,on-air,living
10004,"frontpage, frontpage",2,frontpage,frontpage,,,,
10005,"on-air, misc, misc, misc, on-air, misc, misc, misc, on-air, on-air, on-air, on-air",24,on-air,misc,misc,misc,on-air,misc
10006,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
10007,"bbs, bbs, bbs, bbs, business",5,bbs,bbs,bbs,bbs,business,
10008,"health, local, summary",3,health,local,summary,,,
10009,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
10010,"frontpage, news, frontpage, business, frontpage, frontpage, frontpage",7,frontpage,news,frontpage,business,frontpage,frontpage
10011,"on-air, on-air, on-air, on-air, news, news, sports, sports, sports, sports",10,on-air,on-air,on-air,on-air,news,news
10012,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
10013,"summary, bbs, frontpage, on-air",4,summary,bbs,frontpage,on-air,,
10014,"frontpage, frontpage",2,frontpage,frontpage,,,,
10015,"frontpage, on-air, on-air",3,frontpage,on-air,on-air,,,
10016,"weather, weather, weather, weather, weather, weather, weather, weather, weather",9,weather,weather,weather,weather,weather,weather
10017,"on-air, health, frontpage, misc, misc",5,on-air,health,frontpage,misc,misc,
10018,"local, local",2,local,local,,,,
10019,"frontpage, business, frontpage",3,frontpage,business,frontpage,,,
10020,"tech, tech",2,tech,tech,,,,
10021,"frontpage, bbs, bbs",3,frontpage,bbs,bbs,,,
10022,"on-air, on-air",2,on-air,on-air,,,,
10023,"frontpage, frontpage, tech, frontpage, news, frontpage, business, business, frontpage",9,frontpage,frontpage,tech,frontpage,news,frontpage
10024,"tech, tech, tech, tech, tech",5,tech,tech,tech,tech,tech,
10025,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
10026,"bbs, frontpage",2,bbs,frontpage,,,,
10027,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
10028,"on-air, travel",2,on-air,travel,,,,
10029,"local, local, news, local, sports, health",6,local,local,news,local,sports,health
10030,"on-air, misc, misc, misc, on-air, on-air, on-air",7,on-air,misc,misc,misc,on-air,on-air
10031,"frontpage, living, frontpage, living, tech, frontpage, frontpage",7,frontpage,living,frontpage,living,tech,frontpage
10032,"summary, summary, summary, summary, summary, summary",6,summary,summary,summary,summary,summary,summary
10033,"summary, summary",2,summary,summary,,,,
10034,"living, on-air, frontpage, on-air, on-air, on-air, on-air, on-air, on-air, on-air, on-air, on-air",35,living,on-air,frontpage,on-air,on-air,on-air
10035,"tech, bbs",2,tech,bbs,,,,
10036,"frontpage, bbs, frontpage, business",4,frontpage,bbs,frontpage,business,,
10037,"bbs, bbs, bbs, bbs",4,bbs,bbs,bbs,bbs,,
10038,"frontpage, frontpage, frontpage, opinion, frontpage, health",6,frontpage,frontpage,frontpage,opinion,frontpage,health
10039,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",12,weather,weather,weather,weather,weather,weather
10040,"summary, summary, summary, summary, summary, summary, summary",7,summary,summary,summary,summary,summary,summary
10041,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
10042,"frontpage, tech, frontpage, frontpage",4,frontpage,tech,frontpage,frontpage,,
10043,"news, on-air",2,news,on-air,,,,
10044,"summary, summary",2,summary,summary,,,,
10045,"frontpage, frontpage",2,frontpage,frontpage,,,,
10046,"weather, on-air",2,weather,on-air,,,,
10047,"frontpage, frontpage",2,frontpage,frontpage,,,,
10048,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
10049,"weather, weather",2,weather,weather,,,,
10050,"frontpage, bbs",2,frontpage,bbs,,,,
10051,"tech, news",2,tech,news,,,,
10052,"summary, summary",2,summary,summary,,,,
10053,"frontpage, frontpage, frontpage, frontpage, frontpage, sports, frontpage, frontpage",8,frontpage,frontpage,frontpage,frontpage,frontpage,sports
10054,"bbs, bbs, bbs, news, local, news, news",7,bbs,bbs,bbs,news,local,news
10055,"weather, weather, weather, weather, weather, local, weather, weather, health, news",10,weather,weather,weather,weather,weather,local
10056,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
10057,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
10058,"business, business, business, business, business, business",6,business,business,business,business,business,business
10059,"on-air, travel",2,on-air,travel,,,,
10060,"frontpage, sports, frontpage, frontpage, living, frontpage, news, news, local, sports, local, news",13,frontpage,sports,frontpage,frontpage,living,frontpage
10061,"summary, summary, health, health, local, summary, summary",7,summary,summary,health,health,local,summary
10062,"on-air, local",2,on-air,local,,,,
10063,"on-air, misc, misc, misc, on-air, misc, on-air, on-air",8,on-air,misc,misc,misc,on-air,misc
10064,"local, local, local",3,local,local,local,,,
10065,"on-air, misc, misc, misc, misc, on-air, on-air, business",8,on-air,misc,misc,misc,misc,on-air
10066,"local, bbs, bbs, bbs",4,local,bbs,bbs,bbs,,
10067,"on-air, sports",2,on-air,sports,,,,
10068,"frontpage, business, tech, news, misc, frontpage, misc, misc, frontpage, business, frontpage",11,frontpage,business,tech,news,misc,frontpage
10069,"frontpage, business, frontpage, frontpage, news",5,frontpage,business,frontpage,frontpage,news,
10070,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",16,weather,weather,weather,weather,weather,weather
10071,"on-air, on-air, living, living, on-air, on-air, on-air, on-air, msn-sports, msn-sports, msn-sports, msn-sports",60,on-air,on-air,living,living,on-air,on-air
10072,"frontpage, business, frontpage, opinion, opinion, opinion, opinion, opinion, frontpage, opinion, opinion, opinion",44,frontpage,business,frontpage,opinion,opinion,opinion
10073,"sports, local, local, business",4,sports,local,local,business,,
10074,"on-air, on-air, misc, misc, misc, misc, travel, on-air, misc, misc, misc, misc",27,on-air,on-air,misc,misc,misc,misc
10075,"frontpage, bbs, frontpage, frontpage, misc, misc, misc, frontpage, frontpage, frontpage, news, frontpage",31,frontpage,bbs,frontpage,frontpage,misc,misc
10076,"local, local, local, local, local, local, local, local",8,local,local,local,local,local,local
10077,"on-air, tech",2,on-air,tech,,,,
10078,"frontpage, frontpage, frontpage, frontpage, frontpage, on-air, on-air",7,frontpage,frontpage,frontpage,frontpage,frontpage,on-air
10079,"local, on-air",2,local,on-air,,,,
10080,"weather, weather, news, local",4,weather,weather,news,local,,
10081,"tech, tech",2,tech,tech,,,,
10082,"on-air, misc, on-air, misc, misc",5,on-air,misc,on-air,misc,misc,
10083,"frontpage, tech, tech, tech",4,frontpage,tech,tech,tech,,
10084,"bbs, bbs, bbs, bbs, bbs, health",6,bbs,bbs,bbs,bbs,bbs,health
10085,"frontpage, local",2,frontpage,local,,,,
10086,"on-air, health",2,on-air,health,,,,
10087,"business, frontpage, frontpage, frontpage, frontpage, frontpage",6,business,frontpage,frontpage,frontpage,frontpage,frontpage
10088,"summary, bbs",2,summary,bbs,,,,
10089,"frontpage, tech, frontpage, frontpage, news, news, news, frontpage, frontpage, local, frontpage, msn-news",28,frontpage,tech,frontpage,frontpage,news,news
10090,"news, news, tech, news, news, misc, misc, misc, misc, local",10,news,news,tech,news,news,misc
10091,"summary, frontpage, bbs, bbs, frontpage, frontpage",6,summary,frontpage,bbs,bbs,frontpage,frontpage
10092,"bbs, bbs, bbs, bbs, bbs, bbs, bbs",7,bbs,bbs,bbs,bbs,bbs,bbs
10093,"on-air, misc, misc, misc, on-air, on-air",6,on-air,misc,misc,misc,on-air,on-air
10094,"news, news",2,news,news,,,,
10095,"frontpage, bbs, bbs, bbs, frontpage",5,frontpage,bbs,bbs,bbs,frontpage,
10096,"frontpage, news, news",3,frontpage,news,news,,,
10097,"business, business",2,business,business,,,,
10098,"sports, sports, sports, sports, sports",5,sports,sports,sports,sports,sports,
10099,"frontpage, frontpage",2,frontpage,frontpage,,,,
10100,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
10101,"news, frontpage, tech, news",4,news,frontpage,tech,news,,
10102,"opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",12,opinion,opinion,opinion,opinion,opinion,opinion
10103,"on-air, misc, misc, misc, misc, misc, travel, on-air, opinion, on-air, misc, misc",14,on-air,misc,misc,misc,misc,misc
10104,"local, local, local, local, local, local, local, local, local, local, local, local",21,local,local,local,local,local,local
10105,"frontpage, tech",2,frontpage,tech,,,,
10106,"frontpage, living, frontpage, business, frontpage, news, news, news, sports, news, local, on-air",15,frontpage,living,frontpage,business,frontpage,news
10107,"weather, frontpage, frontpage, weather, weather, weather, frontpage",7,weather,frontpage,frontpage,weather,weather,weather
10108,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
10109,"bbs, bbs, bbs, bbs, bbs, bbs",6,bbs,bbs,bbs,bbs,bbs,bbs
10110,"frontpage, bbs, bbs, bbs, bbs",5,frontpage,bbs,bbs,bbs,bbs,
10111,"news, bbs, bbs",3,news,bbs,bbs,,,
10112,"sports, sports, sports",3,sports,sports,sports,,,
10113,"frontpage, frontpage, bbs, frontpage",4,frontpage,frontpage,bbs,frontpage,,
10114,"frontpage, tech, opinion, news, news, news, news, news, frontpage, sports, news, news",12,frontpage,tech,opinion,news,news,news
10115,"on-air, on-air",2,on-air,on-air,,,,
10116,"frontpage, on-air, on-air, frontpage, business, frontpage, on-air, on-air, weather, on-air",10,frontpage,on-air,on-air,frontpage,business,frontpage
10117,"frontpage, news, news",3,frontpage,news,news,,,
10118,"frontpage, frontpage, news, news, news, news",6,frontpage,frontpage,news,news,news,news
10119,"sports, sports, sports, sports, tech, tech, sports, sports, sports, sports, sports, sports",17,sports,sports,sports,sports,tech,tech
10120,"on-air, business",2,on-air,business,,,,
10121,"frontpage, frontpage",2,frontpage,frontpage,,,,
10122,"frontpage, frontpage",2,frontpage,frontpage,,,,
10123,"frontpage, frontpage, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",18,frontpage,frontpage,bbs,bbs,bbs,bbs
10124,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",11,weather,weather,weather,weather,weather,weather
10125,"frontpage, news, news, news, news, news",6,frontpage,news,news,news,news,news
10126,"on-air, tech, on-air",3,on-air,tech,on-air,,,
10127,"on-air, on-air, on-air, misc, misc, misc, misc, on-air, on-air, on-air, tech",11,on-air,on-air,on-air,misc,misc,misc
10128,"on-air, health",2,on-air,health,,,,
10129,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
10130,"frontpage, bbs, frontpage, bbs, frontpage, bbs, frontpage, living, frontpage, frontpage, frontpage, frontpage",44,frontpage,bbs,frontpage,bbs,frontpage,bbs
10131,"local, local",2,local,local,,,,
10132,"sports, sports, sports, sports, sports, sports, sports, sports, sports",9,sports,sports,sports,sports,sports,sports
10133,"on-air, misc, misc, misc, on-air, misc, on-air",7,on-air,misc,misc,misc,on-air,misc
10134,"bbs, bbs",2,bbs,bbs,,,,
10135,"sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",13,sports,sports,sports,sports,sports,sports
10136,"on-air, on-air, misc, misc, misc, on-air, misc, on-air, on-air, on-air",10,on-air,on-air,misc,misc,misc,on-air
10137,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
10138,"local, on-air, misc, misc, misc, bbs, bbs, bbs, bbs, bbs, bbs, summary",12,local,on-air,misc,misc,misc,bbs
10139,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
10140,"frontpage, frontpage, frontpage, frontpage, frontpage, on-air, misc, local, misc, local, misc, local",13,frontpage,frontpage,frontpage,frontpage,frontpage,on-air
10141,"news, business",2,news,business,,,,
10142,"health, health, health, health, health, health, health, health, health, health, health, health",20,health,health,health,health,health,health
10143,"summary, summary",2,summary,summary,,,,
10144,"news, news, news, news, news, news, news, news, on-air, news, news, news",24,news,news,news,news,news,news
10145,"frontpage, news, news, news, sports, sports, opinion",7,frontpage,news,news,news,sports,sports
10146,"on-air, travel, news",3,on-air,travel,news,,,
10147,"weather, weather",2,weather,weather,,,,
10148,"on-air, on-air",2,on-air,on-air,,,,
10149,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
10150,"sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",43,sports,sports,sports,sports,sports,sports
10151,"frontpage, frontpage",2,frontpage,frontpage,,,,
10152,"on-air, news",2,on-air,news,,,,
10153,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
10154,"tech, tech",2,tech,tech,,,,
10155,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
10156,"frontpage, news, news, news, news, news, news, on-air, news, news, frontpage, tech",12,frontpage,news,news,news,news,news
10157,"frontpage, frontpage",2,frontpage,frontpage,,,,
10158,"frontpage, living, opinion, frontpage, opinion",5,frontpage,living,opinion,frontpage,opinion,
10159,"travel, local, local, travel, sports, sports",6,travel,local,local,travel,sports,sports
10160,"tech, tech, tech",3,tech,tech,tech,,,
10161,"frontpage, frontpage",2,frontpage,frontpage,,,,
10162,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",6,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
10163,"frontpage, frontpage, sports, travel, travel, sports, sports, sports",8,frontpage,frontpage,sports,travel,travel,sports
10164,"bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",9,bbs,bbs,bbs,bbs,bbs,bbs
10165,"weather, weather",2,weather,weather,,,,
10166,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
10167,"bbs, bbs",2,bbs,bbs,,,,
10168,"living, news, news, travel, on-air, local, misc, misc, news, news",10,living,news,news,travel,on-air,local
10169,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
10170,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
10171,"on-air, on-air, on-air, on-air, on-air, news, living, living, living, living, living, living",12,on-air,on-air,on-air,on-air,on-air,news
10172,"summary, summary, summary, summary, summary, bbs, summary, bbs, summary, bbs, bbs, bbs",13,summary,summary,summary,summary,summary,bbs
10173,"health, health",2,health,health,,,,
10174,"weather, weather, weather, weather, weather, weather, weather, weather",8,weather,weather,weather,weather,weather,weather
10175,"weather, weather, weather",3,weather,weather,weather,,,
10176,"frontpage, business, frontpage, news, news, news, local, news, news, sports, living",11,frontpage,business,frontpage,news,news,news
10177,"frontpage, frontpage",2,frontpage,frontpage,,,,
10178,"frontpage, bbs, bbs, bbs, bbs, bbs, frontpage, frontpage",8,frontpage,bbs,bbs,bbs,bbs,bbs
10179,"sports, local",2,sports,local,,,,
10180,"frontpage, sports, frontpage, sports",4,frontpage,sports,frontpage,sports,,
10181,"frontpage, on-air, on-air, on-air, on-air, on-air, on-air, on-air, on-air",9,frontpage,on-air,on-air,on-air,on-air,on-air
10182,"on-air, summary, summary, bbs, tech",5,on-air,summary,summary,bbs,tech,
10183,"sports, local, sports",3,sports,local,sports,,,
10184,"frontpage, travel, local, local",4,frontpage,travel,local,local,,
10185,"bbs, bbs, bbs, bbs",4,bbs,bbs,bbs,bbs,,
10186,"frontpage, frontpage",2,frontpage,frontpage,,,,
10187,"summary, summary",2,summary,summary,,,,
10188,"news, news, health, health, health, health",6,news,news,health,health,health,health
10189,"weather, weather, weather, weather, weather, news, weather, news, news, news",10,weather,weather,weather,weather,weather,news
10190,"on-air, health",2,on-air,health,,,,
10191,"local, weather, weather, weather",4,local,weather,weather,weather,,
10192,"frontpage, misc, misc, frontpage, news",5,frontpage,misc,misc,frontpage,news,
10193,"frontpage, frontpage, news",3,frontpage,frontpage,news,,,
10194,"frontpage, on-air, on-air, business, business, on-air, on-air, on-air, on-air, on-air, on-air, on-air",25,frontpage,on-air,on-air,business,business,on-air
10195,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
10196,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
10197,"news, news, news, news, news, news, news, news, news, news, news, news",16,news,news,news,news,news,news
10198,"frontpage, frontpage, local, frontpage, news, news, frontpage, local, local, local, local, local",12,frontpage,frontpage,local,frontpage,news,news
10199,"news, news",2,news,news,,,,
10200,"weather, weather, weather, weather, weather, news, weather, news",8,weather,weather,weather,weather,weather,news
10201,"health, local",2,health,local,,,,
10202,"on-air, travel, living",3,on-air,travel,living,,,
10203,"on-air, local",2,on-air,local,,,,
10204,"sports, sports",2,sports,sports,,,,
10205,"sports, local, local, health, local, local",6,sports,local,local,health,local,local
10206,"frontpage, frontpage, business, business, news, news, news",7,frontpage,frontpage,business,business,news,news
10207,"frontpage, bbs",2,frontpage,bbs,,,,
10208,"frontpage, tech, news, tech, news, tech, news, news, news, tech, news, news",14,frontpage,tech,news,tech,news,tech
10209,"on-air, on-air, misc, misc, misc, on-air, on-air",7,on-air,on-air,misc,misc,misc,on-air
10210,"frontpage, news, news, frontpage, local, local",6,frontpage,news,news,frontpage,local,local
10211,"frontpage, frontpage, business, frontpage, frontpage",5,frontpage,frontpage,business,frontpage,frontpage,
10212,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
10213,"frontpage, frontpage",2,frontpage,frontpage,,,,
10214,"health, health, health, on-air, on-air, misc, misc, misc, on-air, misc, on-air, health",15,health,health,health,on-air,on-air,misc
10215,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
10216,"health, health",2,health,health,,,,
10217,"frontpage, tech, tech, health",4,frontpage,tech,tech,health,,
10218,"frontpage, frontpage",2,frontpage,frontpage,,,,
10219,"frontpage, opinion, news, on-air, misc, misc, misc, misc, misc, misc, misc",11,frontpage,opinion,news,on-air,misc,misc
10220,"weather, weather, weather, weather, weather, misc, local, local, local, local, local, local",12,weather,weather,weather,weather,weather,misc
10221,"summary, misc, summary, summary",4,summary,misc,summary,summary,,
10222,"news, news, news",3,news,news,news,,,
10223,"health, local, local, health",4,health,local,local,health,,
10224,"on-air, summary",2,on-air,summary,,,,
10225,"frontpage, news, bbs, bbs, bbs, bbs, bbs, bbs, news, news, bbs, bbs",23,frontpage,news,bbs,bbs,bbs,bbs
10226,"weather, weather, weather, weather, weather, weather, weather, weather, weather",9,weather,weather,weather,weather,weather,weather
10227,"sports, misc, misc, misc, misc",5,sports,misc,misc,misc,misc,
10228,"business, business",2,business,business,,,,
10229,"on-air, travel, on-air, misc, misc, misc, on-air, travel, misc, on-air, opinion, opinion",16,on-air,travel,on-air,misc,misc,misc
10230,"on-air, on-air",2,on-air,on-air,,,,
10231,"on-air, on-air, misc, misc, misc, misc, misc, misc, misc, misc, misc",11,on-air,on-air,misc,misc,misc,misc
10232,"tech, tech, tech, tech",4,tech,tech,tech,tech,,
10233,"frontpage, local, local, frontpage",4,frontpage,local,local,frontpage,,
10234,"frontpage, frontpage, frontpage, frontpage, frontpage, sports, frontpage, sports, frontpage, sports, frontpage, frontpage",12,frontpage,frontpage,frontpage,frontpage,frontpage,sports
10235,"tech, business",2,tech,business,,,,
10236,"on-air, local, local, local, local",5,on-air,local,local,local,local,
10237,"frontpage, business, frontpage, local, local, local",6,frontpage,business,frontpage,local,local,local
10238,"frontpage, frontpage, living, living, tech, tech, opinion, frontpage, sports, frontpage, frontpage",11,frontpage,frontpage,living,living,tech,tech
10239,"frontpage, misc, local, local, local, local, local, misc, local, local, local, local",12,frontpage,misc,local,local,local,local
10240,"frontpage, bbs, frontpage, frontpage, frontpage, frontpage",6,frontpage,bbs,frontpage,frontpage,frontpage,frontpage
10241,"frontpage, news, news, tech, local, local, local, local, local, local, local, local",17,frontpage,news,news,tech,local,local
10242,"frontpage, news, frontpage, travel, frontpage",5,frontpage,news,frontpage,travel,frontpage,
10243,"tech, tech, tech, tech, tech, tech, tech, tech, sports, tech, tech, tech",20,tech,tech,tech,tech,tech,tech
10244,"frontpage, misc, misc, misc, misc, misc, misc, frontpage, local, misc, local, local",22,frontpage,misc,misc,misc,misc,misc
10245,"frontpage, local",2,frontpage,local,,,,
10246,"weather, weather",2,weather,weather,,,,
10247,"bbs, bbs",2,bbs,bbs,,,,
10248,"frontpage, frontpage",2,frontpage,frontpage,,,,
10249,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
10250,"frontpage, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",11,frontpage,sports,sports,sports,sports,sports
10251,"tech, frontpage, frontpage",3,tech,frontpage,frontpage,,,
10252,"health, frontpage",2,health,frontpage,,,,
10253,"on-air, travel, news, travel, living, news",6,on-air,travel,news,travel,living,news
10254,"on-air, travel, on-air, on-air",4,on-air,travel,on-air,on-air,,
10255,"summary, summary",2,summary,summary,,,,
10256,"tech, health",2,tech,health,,,,
10257,"frontpage, frontpage",2,frontpage,frontpage,,,,
10258,"on-air, on-air",2,on-air,on-air,,,,
10259,"weather, weather, weather, weather, weather, weather, weather, weather, weather",9,weather,weather,weather,weather,weather,weather
10260,"weather, frontpage, weather, weather, weather, weather, frontpage, weather, frontpage, frontpage",10,weather,frontpage,weather,weather,weather,weather
10261,"frontpage, frontpage",2,frontpage,frontpage,,,,
10262,"on-air, health, health, health, health, health, health, misc, misc, misc, health, misc",31,on-air,health,health,health,health,health
10263,"health, health, health, news, health, health",6,health,health,health,news,health,health
10264,"frontpage, frontpage, misc, misc, frontpage, misc, misc, frontpage, misc, frontpage, frontpage, frontpage",33,frontpage,frontpage,misc,misc,frontpage,misc
10265,"news, news",2,news,news,,,,
10266,"news, news",2,news,news,,,,
10267,"bbs, bbs, bbs, bbs, bbs, bbs, bbs",7,bbs,bbs,bbs,bbs,bbs,bbs
10268,"frontpage, frontpage",2,frontpage,frontpage,,,,
10269,"frontpage, frontpage",2,frontpage,frontpage,,,,
10270,"local, on-air",2,local,on-air,,,,
10271,"local, local",2,local,local,,,,
